RegionID,SizeRank,RegionName,RegionType,StateName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20
394645,177,"Greeley, CO",Msa,CO,148194,149182,149735,151543,152969,154579,155635,156692,157572,158500,159479,160521,161238,161612,162005,161976,162396,162635,163406,164067,164838,165434,165786,165973,166547,167209,168370,169093,169798,170083,170607,171302,172199,173152,173961,174766,175524,176726,178401,180301,182060,183784,185445,186579,187360,188065,189578,191153,192866,194169,194205,194087,194059,195291,196804,198603,200379,202305,203894,205188,206628,208008,210017,211872,213870,215154,216117,217274,218823,220520,221854,223234,224219,225341,226810,228369,230047,231152,232407,233390,234286,235017,235725,236606,237389,238027,238053,238220,238035,238579,238631,238772,238471,238530,238935,239315,239791,240191,240778,241183,241633,241750,242249,242699,243551,243880,244094,244173,244306,244512,244843,245329,245280,244906,244455,244664,245094,245534,245813,246026,246541,246964,247055,246644,246394,246318,245848,245080,244081,242880,241539,239851,239140,238336,237989,236904,236597,236126,236055,234769,232624,230760,229100,228345,225209,222278,218778,217160,215461,214212,212855,211757,210979,210227,209479,208054,207628,207189,207118,206219,204913,203910,202984,202661,202553,202386,202076,201969,201705,201487,201236,201465,201931,201642,201227,200726,200502,200094,199411,198313,197609,196975,196468,195461,194362,193801,193256,193036,192526,192679,193574,195458,196668,197815,198233,199152,199715,200425,201266,202038,203291,204085,204428,204100,204824,205739,207865,209482,211961,213661,215791,217588,219571,221495,223526,225855,227998,230264,231878,234184,236025,238380,240236,242475,244302,246429,248807,251403,253738,256289,259370,261625,263929,266522,269531,272339,274574,277344,279829,282105,284139,285734,287292,289463,291707,293793,295776,298222,301700,304610,308163,310951,313886,316335,318429,320720,323447,326167,328471,329931,331450,332373,332970,334705,337375,340505,343714,346720,349884,352534,355408,358239,360141,362693,364870,367374,369112,370195,370388,370320,370017,370875,371293,372395,373429,374345,375598,376122,376663,377524,379076,380826,382559,383638,385016,386044
395197,178,"Waco, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109848,109167,108754,108487,108808,109412,109801,110086,110324,110536,110798,111249,111733,112695,113731,114388,114710,114840,115223,115454,115860,116380,117123,117661,118082,118583,119239,119784,119660,119374,119150,119366,119599,119928,120024,119978,119846,119568,119087,118156,117334,116447,116006,116045,115855,115360,114395,113569,113046,112720,112879,113133,113258,113257,112812,111989,111456,111168,111295,111255,111334,111236,110893,110458,110421,110591,110946,111003,111042,111094,111251,111416,111211,111023,110999,111285,111223,110896,110671,110656,110402,109928,109498,109353,109274,109118,108936,108652,108615,108664,108710,108830,108895,109123,109151,109244,109431,109632,109695,109658,109657,109792,109893,110127,110613,111027,111394,111634,112136,112565,112908,113207,113745,114404,115007,115306,115466,115730,116212,116709,116677,116983,117415,118350,118783,119109,119364,119443,119580,119707,119942,119833,120024,120524,121641,122492,123069,123293,123804,124999,126436,127763,129015,130675,132462,133849,134465,134959,135784,137358,138775,139881,140833,142178,143466,144665,145507,146129,146900,147865,149272,150461,151450,152390,152743,153381,154051,154855,155575,156374,157016,157453,158063,158501,159126,159323,160387,161021,161659,162168,162898,163783,164892,166127,166946,167882,168833,170244
394937,179,"Olympia, WA",Msa,WA,141411,141288,141260,141192,141177,141257,141411,141663,141811,142050,142509,143114,143406,143644,143842,144430,144971,145427,146023,146353,146957,147243,147366,147276,147788,148548,149328,149366,149591,149865,149824,150092,150234,150854,151227,151665,151802,152000,152243,152888,153222,153464,153710,153977,154264,154414,154817,155299,155954,156374,156782,157136,157492,157844,158253,158555,158885,159165,159576,159950,160203,160449,160752,161119,161709,162319,162984,163529,164113,164720,165361,166015,166738,167505,168133,168718,169362,170196,171073,171997,172849,173935,175018,176261,177350,178600,179994,181377,182552,183572,184620,185984,187463,188837,190045,191254,192773,194453,196177,197964,199593,201096,202368,203842,205488,207480,209622,212211,214794,217032,219316,221690,225002,228947,233931,238955,244267,248966,253627,257345,260889,264219,267110,270285,273449,276497,278655,279992,280413,280681,281171,282549,283112,283777,284938,286875,287661,286862,286176,285806,285904,285423,284523,283131,282908,282982,283079,281871,280545,280404,279326,278014,276300,275622,274733,272663,271264,269693,267537,263541,260391,258732,258000,257513,256815,256381,256614,256949,255705,253906,253296,255059,256431,255459,253286,250605,248208,245696,242659,241121,239672,238168,235612,231476,227888,224266,223242,222172,221313,219232,217608,215261,213306,212720,212420,214076,214127,215142,213871,213548,213297,214574,215647,216988,217965,217628,217670,217051,218080,219286,221153,222752,224084,224757,225248,225763,227132,229380,230355,231184,231560,231914,232259,232210,232894,233341,234212,234828,235058,234571,235790,237027,238786,239833,241176,242595,243801,245994,248065,249758,251392,253748,255780,257732,258933,260855,262621,264517,265764,266053,266750,268644,271294,273421,275377,276582,278635,280048,282052,284805,287597,291121,293278,295789,297106,299737,301365,304841,307020,310335,312843,314828,317352,318973,321290,322609,324990,326089,327235,327561,330132,332759,335352,336507,337463,339225,341731,344730,347548,351023,355357,359844,363386,366773,370917,376814
394323,180,"Amarillo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103661,103712,104066,104662,105467,106142,106746,107273,107764,108150,108528,108855,109309,109988,110563,111120,111427,111876,112408,112911,113375,113713,114155,114672,115288,115934,116416,116785,116936,117018,116941,117140,117585,118563,119288,119935,119987,119720,119341,118928,118807,118969,119549,119895,119839,119325,118778,118139,117582,117614,117812,118097,118031,117728,117052,116259,115646,115570,115910,116472,116916,116918,116928,117032,117253,117166,117125,117277,117503,117157,116509,115884,115700,115559,115186,114762,114352,114330,114237,113982,113708,113547,113630,113403,113215,113056,113283,113411,113501,113570,113701,114169,114591,115221,115453,115915,116104,116343,116443,116528,116916,117162,117679,117989,118325,118506,118832,119108,119523,119984,120329,120752,120913,121328,121571,121794,121995,122230,122669,123129,123428,123559,123745,124065,124542,124925,125196,125478,125730,126009,126159,126387,126790,127543,128405,129201,129789,130174,130653,131113,131663,132197,132698,133164,133606,133864,133854,133727,133596,133750,133914,134109,134321,134569,135052,135423,135746,135893,136400,136981,137813,138427,138974,139387,139610,139965,140166,140510,140788,141211,141510,141505,141729,141959,142538,142791,143201,143439,143773,144044,144375,144695,144975,145469,145658,145885,145858,146131
394387,181,"Binghamton, NY",Msa,NY,69861,69607,69225,68692,68334,68105,67891,67526,67259,66989,66773,66611,66502,66499,66657,66737,66655,66451,66288,66297,66268,66273,66384,66512,66700,66701,66759,66773,66820,66930,67063,67411,67761,68197,68446,68697,68879,69186,69494,69860,70276,70687,71136,71458,71721,71958,72197,72333,72315,72418,72677,73078,73341,73696,74038,74273,74443,74543,74878,75246,75786,76194,76456,76657,77020,77137,77285,77433,77828,78196,78490,78939,79431,79917,80445,80884,81306,81683,82021,82361,82700,83066,83412,83611,83737,83875,84056,84375,84509,84738,84890,85352,85801,86346,86761,87166,87615,88084,88516,88868,89423,90110,90877,91399,91729,92033,92452,92981,93467,94100,94751,95454,96115,96752,97488,98052,98836,99613,100520,101300,102038,102710,103510,104299,105064,105660,106162,106860,107551,108144,108565,109148,110019,110663,110825,110830,110994,111478,112013,112605,113135,114040,115115,116295,116973,117682,118544,119307,119973,120256,120329,120274,120158,119831,119073,117791,116713,115935,115439,115472,115263,115423,115660,116001,116075,115829,115892,116372,116992,117443,117885,117729,117560,117034,116713,116003,115702,115415,115214,114360,113310,112007,110995,110328,109815,109399,108695,108594,108017,107662,107088,107051,107084,107075,106848,106645,106778,106893,107149,107087,107409,107675,107895,108173,108654,109649,110110,110126,109570,109026,108402,108119,107938,108049,108189,108635,108644,108325,108126,108481,109061,109583,110100,110083,109899,109381,109033,108147,107760,107736,107972,107789,107557,107570,107749,107916,108145,108432,108825,109366,109423,109092,108860,109077,109564,109485,109266,109244,109389,109626,109581,109636,109856,110174,110325,110130,109489,109655,110245,111287,111765,111924,112278,112768,113587,114334,115044,115886,117347,118541,119122,119235,119600,120338,120889,120877,120168,119687,119731,120461,120686,120510,120083,119851,119904,120103,120247,120743,121629,122424,122945,123009,123328,124021,125228,126522
394660,182,"Hagerstown, WV",Msa,MD,114496,114554,114568,114617,114518,114480,114341,114375,114382,114415,114403,114425,114861,115219,115575,115575,115837,116058,116496,116702,116936,117144,117387,117655,117343,117123,116922,117201,117540,117814,118023,118249,118594,119027,119494,119917,120351,120769,121074,121448,121593,121956,122331,122798,123075,123187,123450,123612,123946,124106,124545,125004,125750,126352,126845,127119,127488,127880,128230,129031,129977,130943,131520,131574,131680,131935,132692,133611,134508,135440,136332,136910,137430,137877,138615,139584,140661,141605,142264,142965,143778,144704,145621,146482,147271,148594,149999,151694,152810,154044,155156,156394,157622,158916,160312,161979,163600,165101,166257,166988,167839,168843,170536,172314,173994,175400,176867,178354,180326,182194,184209,186085,188181,190388,192524,194346,196329,198309,200459,202407,204125,205518,206730,208639,210753,212625,213329,214011,214323,214887,214659,214630,214046,213336,212898,212628,212877,212535,212324,212069,211678,211090,210054,209069,208431,208461,207983,206547,204056,201792,199421,196242,194047,191795,191380,189747,188140,185394,182937,180120,177346,174933,173994,174005,173455,173010,171966,171840,171726,171701,170437,169594,169139,169939,169718,169181,167346,164900,162383,160182,157374,155287,155502,157231,158436,157142,154872,153187,153293,154607,154766,154395,155031,156289,156610,155113,153792,153479,154505,155387,155811,155806,156743,158042,158809,158838,158699,159467,160783,162485,163847,164795,165309,165612,166094,166544,167221,167828,168378,168516,168029,167542,167078,166998,167312,167741,167680,167754,167376,167625,167964,168717,169836,170552,171549,171979,172425,172962,173690,173946,174284,173799,173672,173285,173573,174157,174483,174923,175014,174761,175015,175748,176869,178211,179367,180614,180641,180695,180977,182134,183431,184879,185922,186914,187780,188607,188933,189414,190752,192003,192885,192879,193492,194193,195175,195453,195636,195845,196599,197506,198285,199270,200099,200423,200235,200074,200212,200868,201647,202507,203333,204051,204786,205497,206597,208478
394412,183,"Bremerton, WA",Msa,WA,138079,138189,138470,138839,139340,139654,140053,140424,140819,141042,141147,141279,141160,141105,140883,141134,141122,141291,141269,141350,141320,141509,141808,142117,143045,144046,145047,145279,145634,146077,146635,147059,147573,148072,148605,149036,148993,149034,149208,149843,150352,150803,151185,151644,152280,153011,153856,154691,155528,156153,156616,157037,157593,158318,159255,160074,160367,160686,161050,161823,162500,163380,164301,165243,166011,166544,166878,167302,168122,169077,170093,171000,171973,172887,173819,174883,176192,177635,179341,181024,182801,184391,186021,187577,188930,190068,191162,192430,193682,194906,196085,197380,199051,200830,202553,204123,206314,209202,212153,214396,216426,218938,221578,224834,227427,230687,233654,236896,239973,243702,247497,251827,256028,260693,265783,270166,274739,278394,283219,288451,293467,296096,298828,301936,305955,309168,311384,314045,316380,318622,319427,319934,319938,319868,319976,321278,323604,324290,324313,322905,321874,321191,320327,319148,317891,318576,318871,316899,312117,307910,304774,302963,301461,298995,296917,294521,292753,289735,285976,282643,280183,279039,277609,276315,274063,273029,271580,270191,268547,268275,269300,270046,270860,270103,269379,267106,266243,264708,264357,264193,263424,260827,257004,254030,251550,249928,248320,247640,245644,243661,240765,238461,236311,235543,235347,234897,233315,231992,231372,231834,232576,233914,235130,235594,237279,237806,239134,240018,242789,245116,246333,246015,246433,246140,247277,248468,248925,249759,249569,249934,249662,250214,251906,253535,254502,255589,255967,256486,256912,258462,260870,263630,265751,267317,268532,270888,273611,276515,279114,282060,285878,288498,290971,293025,296400,299781,302733,305056,307735,311223,314661,318058,320036,323104,325713,328551,329915,331148,332590,334732,336266,337376,339153,341564,344449,345610,347012,349088,352997,357081,361128,364802,367474,369319,369655,371037,372875,376808,379309,380653,381778,383194,385374,385102,386194,387806,391400,394008,396544,398441,401818,406121,410337,414723,418957,425768
394772,184,"Laredo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130685,130820,130615,130394,130382,130666,131173,131695,132364,132860,133212,133494,133989,134246,134839,135517,136296,136697,136814,137624,138476,139748,140500,141435,142126,143090,144215,145466,146083,146704,147399,146849,145921,144735,145037,145301,145460,145542,145396,145167,145000,144922,144761,144757,144849,145030,144931,144719,144547,144275,144122,143859,143642,143229,142789,142590,142425,142286,141917,141665,141500,141365,141234,141113,141044,140875,140732,140549,140327,140012,139623,139225,138925,138663,138390,138028,137590,137129,136852,136699,136771,136712,136691,136647,137211,137828,138364,138380,138417,138054,138177,138189,138679,138790,139039,139372,138095,136728,135743,136402,137215,139150,139558,140144,139409,140026,140527,140624,140958,141172,141269,140816,140267,139486,139583,139504,140035,140001,139982,140480,141747,143447,144519,145226,145866,146280,146838,147458,148217,148475,148543,148558,148746,148633,149058,149241,149741,150353,150915,151437,151719,152393,153372,153961,154215,154274,154675,155179,155552,155335,155009,154706,154761,154839,155259,156264,157066,157827,157737,158191,158185,158596,158588,158727,158750,158858,159787,160788,162085,162303,162635,162856,163096,163150,163108,163081,162971,162652,161558,160190,158756,158215,157890,157339,156940,156518,156311,155974
394811,185,"Lynchburg, VA",Msa,VA,78225,78598,78984,79574,80111,80503,81061,81509,81993,82506,82815,83131,83539,84085,84447,84677,85038,85608,85952,86329,86631,86781,87451,87991,88428,88320,88404,88888,89169,89341,89464,89745,90022,90388,90378,90506,90569,90995,91334,91668,92146,92766,93324,93842,94314,94902,95294,95747,96178,96809,97422,98064,98630,99079,99561,100155,100795,101437,102112,102830,103552,104155,104712,105265,105837,106446,107041,107705,108337,108912,109495,110031,110583,111172,111835,112542,113073,113553,114017,114835,115694,116498,116974,117411,117791,118032,118261,118503,119012,119481,120029,119312,118675,118048,118340,118629,118857,119418,120037,120715,121230,121824,122278,123232,124143,125324,126196,127104,128342,129584,131093,132460,133705,135110,136666,138827,140567,141978,143426,144925,146426,147898,149022,150253,151914,153192,154272,154614,155618,156796,157630,158611,159433,160185,160771,161118,161144,161494,162315,163713,164730,165373,165774,165980,165821,165297,164586,163975,163518,162997,162157,160875,159690,158759,158180,157470,156857,156287,155807,155221,154482,153609,152730,152044,151368,150680,149997,149428,149063,148809,148711,148622,148502,148373,148121,147863,147482,147219,146821,146382,145757,145191,144623,144238,143988,143852,143782,143625,143541,143345,143182,143035,142958,142939,142936,142904,142832,142751,142752,142845,142928,143083,143279,143517,143713,143864,143974,144060,144150,144259,144352,144498,144636,144795,144971,145346,145730,146050,146228,146465,146721,146953,147228,147217,147456,147526,147894,148015,148380,148860,149638,150312,150805,151307,151694,152616,153193,154062,154438,154719,154816,154884,154978,155078,155568,156131,156908,157385,157981,158340,158819,159619,160512,161280,161975,162658,163301,163618,163854,163984,164351,164792,165472,166062,166559,167245,167767,168430,168714,169268,169789,170672,171571,172595,173578,174101,174629,175147,176037,176879,177569,178145,178617,178876,179035,179112,179265,179810,180462,181141,181716,182337,183347,184466,185799,187266
395240,186,"Yakima, WA",Msa,WA,,,,,105945,106332,106474,106813,106910,106901,106864,106878,106933,107005,107036,107107,107126,106952,106885,106825,106994,107353,107772,108175,108417,108583,108752,108854,109189,109537,109962,110327,110788,111129,111356,111498,111696,111980,112365,112890,113150,113215,113135,113126,113222,113319,113550,113685,114134,114497,114743,114602,114497,114626,114757,115018,115177,115495,115781,116210,115982,115711,115443,115696,115881,115890,115896,115744,115611,115379,115259,115129,115265,115481,115844,116070,116413,116765,117198,117700,118124,118558,118875,119219,119554,119801,119978,120164,120391,120574,120787,121128,121660,122187,122652,123140,123793,124449,125224,125857,126455,127231,127939,128516,128901,129373,129995,130523,130599,130772,130731,131162,131521,131910,132257,132688,133337,134011,134724,135402,136771,138207,139777,140640,141688,142766,144144,145370,146440,147425,148269,149314,149842,150568,151528,152781,153642,153912,154256,154996,155913,156449,156446,156325,155821,155353,154534,154844,155314,155865,155775,155654,155353,155429,156277,157192,159135,159727,159608,156911,154641,154084,154355,154229,153704,153235,152870,152103,150861,150834,151664,154359,156598,157325,157544,157699,157926,157643,156005,155223,154091,152993,151854,150363,149063,147413,144944,142695,141280,141042,142334,142812,143767,144328,145161,145648,145813,146147,147783,149518,150309,150045,149221,149086,148621,147824,146116,145036,144889,145272,145413,145169,145863,146891,147937,148100,148050,148380,149178,148941,148335,148429,148224,148402,147540,147124,146393,146126,146591,147554,149441,152397,154595,155241,155804,156512,157945,158551,159446,161035,162844,164098,163576,162925,162953,164062,165047,165989,166848,168066,169459,170111,170427,171202,173087,174586,175787,177053,178809,180648,182093,183838,185478,187204,188285,189466,190849,192479,194502,196130,198070,199179,200907,203169,204789,206425,207564,208655,209539,210580,212234,215068,217727,220706,222455,223730,225866,228102,231165,234098,236852,239430,241305,242328,243209,244284
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,104083,104279,104570,105060,105510,106003,106505,107092,107232,107550,107712,108174,108441,108915,109371,110014,110595,111163,111604,112102,113516,114717,116027,116150,116422,116448,116916,117252,118014,118740,119921,120916,121525,122004,122576,124598,127179,130108,131956,133586,134722,135913,136648,137264,137719,138478,139645,140585,140731,140069,139542,139626,139988,140707,141303,142115,142897,143551,144020,144341,144846,146134,147368,148295,148562,148640,149086,149524,150066,150473,150963,151467,152080,151653,152046,151980,153489,154540,155609,156144,156606,157355,157841,158373,159462,160937,162055,163671,164328,165442,166003,167737,169076,170790,172864,175857,178190,180867,182820,185445,188680,192409,196425,200257,205885,211462,217421,221940,226977,232420,239940,247043,253456,260550,269467,278060,284721,291077,296325,301767,305256,308937,311513,313595,315510,314822,312686,309870,307353,304526,300876,297441,296065,294043,291828,288846,286502,283968,280499,277413,275006,272398,270741,268974,265455,261960,257782,255001,250664,247441,244941,242412,238996,235304,231377,228807,227348,225088,222195,218684,217433,216159,214794,213068,211853,211488,211552,209987,208227,207618,208904,209904,209181,208014,206475,205443,204287,203077,201733,200839,199661,198106,195280,193182,191500,190613,190208,189834,189120,188433,187776,187936,187828,187768,188475,189271,190294,190734,191422,191746,192890,193727,194552,194355,195769,197760,199388,200090,200514,201635,202523,204292,205691,206744,208112,210146,211400,211243,211145,211840,213036,213594,214027,213775,213362,213696,213814,214269,214228,215480,216585,217417,218107,219295,220634,221895,223127,224171,224595,224715,224891,224769,224827,225398,226107,226143,225760,225907,226736,228016,229848,230744,231497,232420,233972,235720,236876,238308,240111,241708,242829,243078,243579,244933,248143,250183,251642,250958,251795,253117,254941,256297,257291,258537,259634,260993,260719,261175,261440,263668,265594,267374,268524,269434,270732,272324,274058,275404,277160,278978,281191,282992,284482,285895,287582,289840
395161,188,"Topeka, KS",Msa,KS,75501,75564,75632,75770,75882,76018,76157,76278,76335,76386,76467,76572,77070,77592,78095,78182,78290,78431,78636,78791,78992,79142,79351,79559,79073,78491,77888,77979,78180,78325,78382,78584,78866,79284,79512,79685,80047,80512,81058,81511,81863,82196,82517,82803,83056,83216,83484,83806,84302,84725,85091,85234,85473,85787,86223,86608,86974,87312,87720,88144,88606,89016,89403,89745,90101,90443,90761,91037,91312,91588,91873,92167,92450,92742,93046,93370,93648,93930,94161,94461,94718,95027,95265,95514,95707,95943,96160,96438,96631,96893,97098,97505,97919,98442,98838,99252,99560,99914,100216,100598,101056,101335,101797,102000,102411,102631,103144,103629,104384,105006,105749,106218,106858,107570,108065,108381,108541,108847,109053,109131,109146,109278,109434,109692,109828,110054,110499,111130,111672,112042,112342,112723,113001,113282,113591,113945,114190,114348,114480,114715,115024,115425,115949,116468,116942,117175,117181,117027,116889,116774,116614,116506,116300,116008,115427,115006,114776,114868,114877,115004,115174,115413,115539,115370,115227,115115,115152,115172,114983,114641,114534,114587,114545,114341,113999,113647,113274,113009,112821,112402,112078,111664,111278,110486,109950,109501,109376,109561,109872,109937,109964,109908,109966,109937,109802,110188,110441,110740,110656,110310,109913,109742,109753,109797,109697,109669,109783,109775,109609,109268,109173,109352,109679,110030,110015,110223,110227,110607,110852,110889,111231,111483,111860,111895,112075,112140,112167,112148,112386,112413,112507,112742,112747,112984,113050,113175,112842,112640,112788,112976,113186,113465,113654,113606,113487,113473,113551,114024,114451,114893,115103,115421,115625,115792,116126,116767,117630,118644,119698,120255,120819,121182,122002,122681,123475,123892,124107,124330,124568,124773,124724,124812,125123,125692,126226,126554,127150,128036,129059,129842,130366,130306,130386,130807,131666,132327,132660,133263,133685,134134,134599,135243,136086,137424,138822,140041
394813,189,"Macon-Bibb County, GA",Msa,GA,64769,64840,64912,65070,65204,65315,65420,65540,65674,65814,65973,66193,66468,66784,67108,67378,67659,67915,68207,68466,68754,69018,69326,69551,69740,69788,69809,69845,70008,70286,70589,70942,71262,71622,71901,72165,72383,72683,72999,73390,73683,74028,74277,74512,74656,74810,74894,75060,75234,75629,75963,76349,76588,76793,77011,77331,77784,78227,78831,79414,80075,80378,80734,80980,81404,81762,82151,82470,82691,82818,82884,82887,82955,83148,83410,83591,83760,83908,84023,83958,83945,84082,84328,84649,84897,85162,85319,85515,85633,85758,85977,86435,86916,87226,87347,87422,87566,87732,87948,88162,88463,88821,89091,89270,89375,89651,90005,90407,90581,90710,90858,91154,91467,91794,92151,92523,92920,93270,93612,93960,94320,94695,94987,95292,95560,95768,95908,96094,96323,96587,96837,97016,97215,97439,97731,97963,97976,97996,98087,98274,98494,98588,98612,98492,98311,97943,97513,97109,96832,96523,96118,95623,95010,94399,93828,93402,93203,93071,92857,92305,92005,91638,91299,90591,89905,89247,88648,88087,87502,86981,86597,86424,86044,85631,85153,84848,84479,84084,83561,83071,82497,81986,81348,80671,80025,79501,79108,78774,78420,78074,77818,77540,77270,76968,76808,76738,76674,76617,76570,76609,76832,77105,77421,77671,77960,78249,78538,78847,79185,79536,79906,80295,80664,81043,81394,81841,82309,82811,83251,83635,84010,84411,84767,85107,85427,85820,86271,86757,87244,87636,87928,88159,88341,88493,88624,88696,88770,88908,89004,88990,88781,88689,88812,89158,89650,90171,90687,91199,91576,91719,91822,91997,92471,92984,93440,93779,93913,94068,94361,94844,95579,96345,97238,98103,98884,99458,100007,100584,101336,101944,102393,102639,102849,103063,103556,104044,104789,105349,105920,106167,106430,106922,107496,108197,108716,109390,109692,109996,110068,110369,110661,111187,111621,111904,112132,112282
394454,190,"Champaign-Urbana, IL",Msa,IL,,,,,,,,,83388,82783,82636,82097,81817,81567,81637,81880,82408,82973,83579,84286,84960,86224,87070,87892,88542,89434,90167,90658,90903,91265,91851,92261,92779,92846,93063,93877,94645,95317,95616,96215,96578,96918,96965,97309,97688,98163,98880,99069,99386,99354,99575,99599,100031,100443,100986,101508,102031,102621,103126,103438,103735,104157,104832,105467,106115,106361,106608,106442,106576,106650,106957,107555,108592,109841,110837,111478,111746,112109,112469,113037,113545,113984,114449,114768,114194,113150,112295,112473,113041,113934,114867,116213,117323,118476,119030,119529,120264,121516,122737,123565,124447,125572,126793,127447,127893,128278,129053,129852,130797,131741,132636,133410,133850,133673,133229,132987,133367,133994,134677,135378,135990,136478,136914,137311,137642,138148,138771,139519,139831,139875,139793,139858,140131,140397,140532,140692,140873,140914,140945,140887,141199,141459,141682,141547,141290,140937,140738,140347,139974,139763,139283,138742,137805,137218,136726,136485,136264,135956,135555,135130,134887,134634,134676,134752,134925,134836,134742,134641,134648,134657,134760,134944,135116,135263,135444,135427,135660,135591,135510,135001,134509,134197,133947,133658,133132,132528,131973,131684,131161,131028,130788,130964,130873,130781,130471,130204,130072,130113,129951,129684,129143,128789,128533,128444,128423,128355,128604,128944,129107,129147,129239,129459,130105,130393,130738,130743,130854,130641,130228,129766,130010,130372,130871,130945,130876,130896,131023,131146,131342,132090,132872,133607,133692,133766,133727,134049,134615,135122,135427,135552,135511,135415,135635,136017,136341,136534,136672,137071,137281,137884,138341,139520,140722,141431,140916,140192,139595,139564,139657,139510,139404,138569,138364,137309,136508,135655,136353,137468,139074,139720,140235,140534,140452,141045,140811,141235,141316,142357,143106,143081,142601,142592,142906,142796,142843,142680,143267,143672,144293,144401,144302,144729,145346,146079,146718,147941
