RegionID,SizeRank,RegionName,RegionType,StateName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20
395039,359,"Roseburg, OR",Msa,OR,83459,83633,83749,84054,84298,84594,84855,85184,85488,85798,86119,86437,87054,87594,88133,88451,88814,89236,89565,89816,90088,90315,90676,90948,90822,90596,90496,90562,90756,90717,90969,91139,91316,91529,91469,91564,91538,91778,91884,92136,92260,92418,92432,92550,92666,92783,92923,93018,93282,93513,93802,93956,94186,94530,94808,94996,95111,95324,95675,96120,96702,97159,97616,98024,98358,98579,98811,99237,99723,100140,100504,100865,101153,101396,101583,101752,101997,102332,102801,103142,103461,103720,104143,104549,104991,105346,105726,106082,106400,106789,107176,107901,108761,109834,110514,111189,111913,112924,113991,115333,116959,118543,120081,121379,122748,124053,125894,127817,129723,131720,133844,136004,138215,140683,143501,145932,148362,150597,153094,155509,158010,160224,162486,164538,166339,167929,169097,170304,171134,172213,173414,174309,174849,174916,174977,174771,173857,173038,172297,172439,172349,172102,169919,168068,166356,165928,164995,164402,164323,163673,162522,160684,159353,157874,157212,156395,155504,153935,152431,150800,149079,147524,146256,145081,143902,142762,141814,140946,140108,139392,138829,138311,137700,137086,136390,135696,134772,133971,133297,132533,131808,130900,129847,128612,127692,127201,127054,126818,126724,126549,126948,127153,127390,127215,126969,126441,125954,126117,126962,127852,128461,128904,128136,128293,128599,129892,131743,134725,137570,138735,138510,138714,139575,141014,143066,144244,145314,145770,146275,146213,146608,147799,149209,150394,151103,151642,152033,152602,153200,154433,155493,156148,155739,155338,155569,155892,156578,157323,158368,159544,160769,161343,161435,161956,163287,164364,165107,165652,166559,167190,168135,169072,169347,169934,171184,172978,174507,176472,178509,180630,181986,183786,184670,185155,186808,188669,190338,190961,191400,192351,193043,193961,194751,195156,196159,197830,199825,201197,202327,203034,204439,205146,206614,207533,208819,209934,211318,212403,212790,213551,214511,216271,217652,219266,220438,221956
395139,360,"Sumter, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88393,88107,88407,88761,89437,89812,90152,90581,91119,91715,92235,92570,92859,93579,94124,94755,95072,95781,96582,97360,98121,98768,99532,100326,101360,102370,103262,103779,104066,104425,104764,104934,104927,104823,104732,105327,105804,106209,105883,105838,105832,105912,105958,106078,106136,106724,107236,106941,105986,105091,104925,104738,104537,104349,104098,103787,103368,102135,100834,99587,99107,98596,97945,97349,96852,96246,95700,95187,95014,94964,94943,94928,94768,94573,94302,93982,93565,93189,92741,92314,91728,91429,91187,91156,91058,91002,90969,90918,90912,90939,90687,90446,90198,90262,90369,90439,90501,90576,90674,90815,90953,91068,91848,92621,93434,93573,93688,93792,93931,94118,94291,94495,94737,95065,95181,95366,95547,95975,96402,96837,97313,97768,98268,98743,99200,99621,99893,100175,100476,100862,101234,101623,102068,102519,102964,103390,103835,104227,104615,104994,105366,105838,106250,106717,107109,107566,107984,108369,108708,109106,109715,110137,110536,110704,111156,111592,112015,112239,112496,112942,113452,114027,114394,115073,115608,116162,116548,116810,116862,117049,117337,118280,118681,119071,119182,119533,119571,119483,119846,120648,121649,122186,122708,122649,122963,123206,123683,123817,124222,124702,124791,124540,124185
395095,361,"Show Low, AZ",Msa,AZ,65298,65952,66488,67716,68851,70353,71418,72554,73186,74075,74555,75142,75586,76049,76499,76630,76829,76092,75897,75429,75839,75717,76146,76235,76857,77312,77940,78501,78982,79862,80804,81815,82450,83157,83866,84872,85237,85802,86229,87155,88038,89118,89916,90837,91585,92561,93194,93602,93745,93883,94394,95182,96023,96582,97151,97727,98581,99262,100073,100780,101561,102126,102396,102545,102673,103029,103490,104018,104223,104501,104681,105128,105602,106194,106962,107603,108230,108605,108811,108866,109122,109467,110012,110294,110633,110987,111340,111724,112030,112480,113178,113974,114763,115258,115473,115972,116639,117504,118201,118987,120156,121222,122191,122847,123406,124330,125952,127610,129302,130709,132313,133942,135543,137550,139603,142086,145045,148350,151279,153919,156564,159535,162946,166348,168905,171393,174174,178057,181561,184422,186896,189854,191989,194036,195374,197512,199910,201813,202707,202401,202113,202325,202265,201541,200807,199688,198240,195889,194666,193862,193871,193098,192387,190610,188856,186883,185602,184738,183740,182170,179452,176507,173287,170663,167959,166000,164269,163019,161602,160061,159010,158250,157493,156449,155299,153993,152474,150779,149208,147606,146018,144361,142696,141342,140346,139632,139090,138699,138634,138847,139361,140195,141092,142063,143000,143870,144714,145411,146344,147582,148983,150158,150908,151101,151300,151448,151912,152415,153043,154204,155294,156137,156417,156715,157185,158130,159186,160385,161318,162254,163306,163949,164330,164458,165102,165925,166856,167422,167661,168040,168358,168922,169228,169617,170232,171219,172132,172785,173169,173839,174719,175506,176366,176770,177303,178017,178976,180068,180719,181202,181482,181915,182748,183547,184400,185514,186625,187372,187904,187860,188612,189874,191753,193198,194234,195387,196661,198020,199326,201016,202278,203763,204828,205986,207396,209223,211125,212621,213591,214760,215983,217101,218009,219067,220169,221205,221880,222484,223241,224379,225958,227378,228861,230381,232428,234479
394852,361,"Meridian, MS",Msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68988,69054,69178,69415,69696,69595,69288,68935,68639,68447,68165,68023,68095,68202,68344,68354,68416,69154,70174,71268,72314,73207,74270,75168,75941,76673,77152,77510,77708,77691,77766,77884,77986,78185,78317,78427,78178,77883,77721,77974,78324,78574,78764,78894,79159,79241,79261,79221,79368,79542,79693,79758,79781,79842,79743,79649,79381,79211,79025,78946,78951,78997,79067,79052,79085,79168,79370,79555,79908,80234,80650,80910,81177,81444,81803,82177,82575,82923,83193,83433,83589,83799,83976,84299,84590,84867,85033,85196,85329,85470,85634,85791,85933,86094,86274,86465,86592,86726,86880,87133,87348,87569,87764,88028,88296,88541,88712,88799,89018,89280,89559,89664,89819,89978,90139,90234,90366,90477,90608,90742,90918,91112,91401,91969,92465,92916,93015,93259,93449,93740,93940,94237,94481,94773,95011,95824,96506,97110,97165,97349,97609,97884,98101,98184,98192,98080,97888,97074,96302,95524,95242,94700
394396,363,"Bluefield, WV",Msa,WV,44218,44216,44237,44235,44255,44240,44288,44290,44310,44284,44306,44379,44503,44639,44762,44917,45013,45123,45186,45349,45492,45648,45831,45998,46156,46279,46361,46488,46708,47072,47393,47642,47888,48214,48410,48492,48492,48508,48582,48568,48544,48393,48240,48181,48161,48211,48212,48295,48374,48504,48659,48873,49059,49269,49608,49917,50200,50351,50748,51161,51650,51846,52005,52112,52386,52632,52814,52937,53025,53122,53123,53128,53121,53271,53421,53607,53677,53753,53785,53922,54122,54345,54440,54510,54558,54725,54883,55070,55191,55327,55500,55668,55833,55989,56262,56591,56945,57237,57517,57790,58049,58317,58558,58915,59283,59702,60032,60355,60723,61263,61882,62532,63165,63883,64638,65095,65436,65677,66156,66575,67002,67092,67151,67102,67305,67436,67626,67818,68141,68495,68673,68774,68705,68786,68884,69101,69185,69202,69103,69104,69186,69276,69337,69284,69241,69180,69048,68867,68654,68414,68208,67983,67694,67381,67075,66988,66993,66887,66723,66398,66140,65969,65810,65669,65430,65257,65080,64866,64670,64641,64665,64787,64745,64719,64713,64744,64681,64576,64448,64420,64327,64184,64037,63925,63964,64013,64061,64046,64198,64339,64533,64604,64684,64807,64940,65090,65147,65159,65101,65134,65060,65064,65033,65103,65222,65357,65545,65695,65860,66065,66312,66503,66702,66883,67090,67253,67364,67321,67262,67323,67528,67699,67826,67946,68180,68382,68631,68834,69058,69261,69449,69468,69488,69515,69680,69846,70010,70115,70209,70302,70439,70765,71083,71462,71654,71825,71992,72125,72181,72239,72271,72378,72467,72532,72615,72706,72901,73133,73227,73522,73818,74264,74656,75000,75318,75498,75652,75764,75790,75860,75971,75909,75861,75814,76171,76540,76931,77231,77561,77929,78266,78541,78767,79037,79304,79518,79438,79348,79248,79284,79293,79272,79275,79267,79275,79267
394518,364,"Danville, VA",Msa,VA,57687,57683,57702,57742,57757,57768,57742,57768,57805,57876,57953,58039,58172,58318,58491,58632,58802,58985,59218,59439,59629,59810,59978,60162,60351,60543,60653,60692,60785,60911,61120,61251,61428,61532,61709,61837,61915,61961,62087,62418,62752,63078,63300,63568,63873,64277,64588,64978,65289,65679,65935,66162,66380,66640,66900,67165,67386,67635,67928,68242,68618,68937,69345,69716,70064,70332,70627,70909,71210,71411,71739,72000,72341,72683,73083,73471,73822,74144,74478,74620,74766,74878,75169,75510,75864,76063,76230,76397,76772,77151,77578,78319,79169,80143,80583,81060,81524,82337,83145,83944,84665,85587,86529,87508,88368,89341,90556,91806,92996,94292,95586,96913,98116,99271,100592,101345,102040,102212,102774,103230,103634,103594,103628,103810,103896,103824,103393,103484,103436,103878,103857,103799,103671,103599,103558,103231,102932,102528,102256,101895,101688,101061,100489,99928,99546,99099,98360,97743,97139,96798,96127,95480,94818,94564,94002,93383,92671,92276,91945,91517,91024,90437,90101,89827,89507,89039,89008,89020,89094,88850,88770,88787,88911,88951,88936,88733,88419,88154,87884,87802,87640,87556,87339,87102,86924,86861,86918,86988,87405,87738,87916,87725,87543,87444,87451,87454,87439,87375,87346,87396,87339,87304,87296,87476,87664,87895,88119,88376,88558,88700,88732,88742,88708,88689,88739,88846,89051,89187,89323,89419,89598,89811,90088,90348,90596,90845,91027,91173,91263,91369,91476,91604,91774,91946,92085,92184,92270,92346,92478,92608,92704,92791,92841,92932,92977,93085,93200,93387,93588,93807,94007,94232,94437,94643,94820,95002,95153,95313,95525,95773,95997,96199,96537,96842,97235,97454,97734,97881,98033,98130,98220,98259,98350,98517,98939,99424,99935,100406,100873,101352,101738,102072,102368,102743,103126,103470,103490,103465,103374,103394,103376,103387,103443,103521,103578,103550
394794,365,"Lima, OH",Msa,OH,74014,73951,73977,74028,74150,74258,74454,74745,75098,75401,75639,75882,75990,76175,76289,76532,76688,76869,76883,76804,76650,76625,76776,76941,77321,77764,78344,78669,78904,79117,79399,79668,79954,80236,80391,80573,80716,80781,80710,80715,80995,81394,81903,82372,82862,83216,83671,84083,84526,84990,85535,86205,86619,86856,86875,86976,87105,87349,87520,87702,87791,87923,88081,88138,88401,88818,89386,89810,90101,90260,90599,91086,91776,92320,92594,92865,92985,93130,93294,93526,93826,94073,94307,94376,94327,94245,94441,94656,94916,95083,95260,95567,96153,96585,96963,97174,97621,97891,97933,98009,98661,99542,100479,100645,100575,100273,99962,100133,100012,100722,100972,101476,100882,100019,98897,98869,98613,99295,99734,99912,99898,99286,99769,99803,100249,100306,100655,100734,101196,101799,102534,103465,103727,103797,103567,103852,103984,104343,104388,104285,103739,102231,101051,99344,99124,99129,99143,98928,98989,99744,100172,100253,100295,100632,100853,100900,100580,100481,100501,99436,97964,95750,94710,94193,94051,93855,93226,93012,93072,92979,92457,92536,93290,94248,93989,93633,93414,93697,93619,93698,92945,92190,91533,91704,91404,91019,90934,90785,90012,88884,88792,88844,88685,87912,87207,85841,84828,83455,82733,81581,81474,81420,81414,80814,80699,81224,81169,81568,81672,82669,83202,84210,84367,84167,83359,83200,82977,82797,83133,83187,83264,83160,83427,83606,83690,83816,84314,84517,85052,85515,86358,86920,87558,87842,87889,87840,87864,88481,89031,89639,89915,89708,89174,88944,89013,89289,89677,90055,90833,91124,91263,91335,91513,92340,92881,93286,93357,93706,94091,94760,95207,95890,96519,97215,97630,97818,98493,99791,101027,101392,101481,101493,101852,102111,102397,102995,103524,103730,104277,104600,105551,106347,107046,107227,106920,106828,107195,107316,107690,108400,108752,109069,109077,109683,110584,111974
394495,366,"Cookeville, TN",Msa,TN,78457,78736,79076,79642,80207,81084,81962,82833,83185,83531,83854,84229,84495,84731,84975,85414,85706,85624,85335,85082,85243,85446,85623,85736,86127,86626,86965,86919,86989,86857,87072,87192,87753,88065,88360,88483,88293,88036,87909,88218,88567,88866,88846,88715,88554,88684,88872,89194,89448,89896,90305,90636,90756,90783,91021,91331,91686,91854,92124,92447,93009,93166,93223,93112,93345,93726,94075,94532,94771,94984,94953,94874,94872,94997,95085,95074,94895,94701,94498,94245,94191,94204,94359,94544,94367,94269,94416,94975,95583,95960,96321,96632,96830,96940,97094,97287,97781,98302,98742,98917,98939,99252,99527,99928,100355,101032,101703,102323,102944,103529,104153,104830,105590,106306,106979,107687,108542,109375,110220,110954,111617,112296,112887,113540,114305,115032,115983,116848,117497,117924,118285,118910,119346,119860,120667,121478,121635,121457,121231,121485,121949,122501,122714,122490,122443,122257,121994,121452,121804,122282,122618,122236,121701,120656,119843,119414,119307,119293,118674,118040,117167,116707,116268,115785,115196,115394,116094,116618,116357,115665,115452,115759,116199,116233,116167,116013,115989,115863,115204,114540,114304,114594,114551,114062,113174,112618,112077,111877,111780,111168,110568,109935,109643,109309,109258,109279,109419,109660,110011,110454,110435,110857,111548,112779,113547,114372,114938,115947,116961,117418,117576,117374,117822,117908,117924,117492,117690,117605,117874,117315,116895,116760,117215,118116,118571,119310,119847,120249,120086,120021,119864,120084,120472,121064,121544,121603,121902,122378,122994,123810,124556,125423,126351,127489,128259,128653,128662,129066,129450,129758,130100,130688,131434,131941,132174,132278,132688,133340,134259,135031,135835,136533,137165,137488,137972,139026,140412,141782,142792,143911,145044,146278,147529,148764,149886,150412,150917,150907,151352,151833,152966,153679,154408,154965,155720,156497,157338,158747,160038,161470,162418,163372,163953,164789,165579,166487
753872,367,"California-Lexington Park, MD",Msa,MD,154771,154327,154108,153946,153928,153672,153248,153348,153954,154403,154499,154502,154767,155434,156133,156404,156553,157124,158011,158252,157752,157583,157849,158449,158853,159124,159300,159480,159718,159907,160080,160283,160714,161158,161817,162339,162568,162770,162918,163245,163553,163911,164395,164881,165490,165895,166331,166529,167087,167369,167889,168441,169174,170409,171372,172351,172669,173165,173652,174517,175283,176096,176707,177380,178085,177491,177003,176381,177130,177638,178315,179026,179878,181074,182341,183482,184153,185064,186257,187729,188608,189455,190367,191778,193459,195378,197555,199563,201682,203638,205590,208282,211269,215465,218933,221855,224467,226807,229667,232796,237035,242933,248900,253561,258563,262737,268058,273407,280352,286779,291039,294219,298023,302544,307563,313357,317887,322458,326132,329590,329395,330821,334099,340968,344950,347392,348862,350156,352356,353619,355496,355753,357118,356144,356951,356917,359495,359928,359505,358197,355728,353703,350339,350848,350151,350785,347244,342979,336793,332843,330340,327964,325606,323293,322052,317334,313445,309402,307445,303960,300438,296871,294013,292117,290847,288932,286998,285528,285978,285748,286198,287580,288536,289315,286508,283936,280852,279882,278545,278173,278180,278669,277278,274379,272225,269769,269615,269340,270318,268781,267831,265762,263083,260110,260494,262166,264925,266133,268281,269220,270431,272453,274211,277591,279339,281220,279401,278088,275933,276520,276343,277714,276920,276803,275913,275244,274794,275014,276193,277418,279079,279483,279618,277857,277146,276488,276420,275521,274769,273937,273707,273697,272275,271112,269642,270149,270371,270010,269815,269964,271305,272211,272585,271421,270928,270689,271471,271658,272366,273329,274020,274552,273874,273371,272878,274169,276356,278460,279797,280876,282158,283530,284970,285793,287366,289046,291268,292633,293179,293654,293739,293469,292963,292506,292914,293652,294399,293747,293597,293608,294818,295312,295757,296097,296314,296788,296978,297283,297530,298896,299760,300725,301085,302171,303748,305818
394620,368,"Gadsden, AL",Msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41640,41396,41254,41010,40764,40607,40533,40721,41037,41404,41882,42385,43084,43755,44516,45107,46038,46983,47986,48690,49236,49975,50595,51429,51967,52973,53756,54743,55305,55855,56394,57008,57759,58171,58661,58924,59317,59208,59171,59327,59751,60135,60244,60264,60292,60419,60622,60666,60761,60982,61323,61512,61525,61702,61985,62466,62786,63107,63266,63610,63804,63978,64089,64289,64524,64691,64915,65128,65401,65617,65942,66231,66672,66978,67307,67384,67585,67810,68198,68535,68821,69285,69815,70365,70752,71195,71670,72325,72919,73429,73827,74256,74791,75188,75525,75851,76378,76950,77487,77878,78257,78602,78897,79150,79384,79718,80057,80527,80808,81031,81020,81085,81048,81095,81189,81360,81556,81765,81910,82024,82094,82228,82377,82688,83236,83967,84404,84636,84459,84556,84508,84223,83562,82865,82503,81985,81354,80428,79807,79263,79277,78700,78380,77830,77890,78034,78026,78013,77825,77759,77749,77550,77087,76633,76243,76327,76462,76425,76215,75916,75749,75663,75433,75487,75573,75929,75996,75815,75274,74787,74555,74522,74598,74365,73973,73532,73233,72935,72703,72455,72467,72474,72405,72164,71828,71818,72045,72251,72216,72116,72193,72436,72471,72540,72684,73025,73285,73484,73555,73755,73923,74180,74289,74230,74202,74116,74071,73811,73695,73710,74171,74317,74572,74602,74871,75279,75776,76380,76822,77032,77195,76854,76520,76357,76564,76840,76952,77111,77355,77632,77974,79135,80242,81573,81793,82221,82336,83013,83540,83888,84059,84261,84374,84235,83896,84160,84838,85596,85816,85707,85863,86343,86754,86762,86932,87158,87769,87940,88294,88526,89339,90214,91076,91858,92872,94306,95784,97329
394513,369,"Cumberland, MD",Msa,MD,63473,63404,63346,63261,63128,62983,62803,62739,62658,62606,62520,62493,62943,63457,63979,64025,64138,64299,64524,64588,64629,64669,64810,64954,64414,63701,62985,62890,62964,63090,63267,63426,63675,63888,64055,64111,64149,64320,64454,64689,64740,64764,64758,64907,65101,65284,65446,65648,66088,66469,66868,67023,67259,67513,67804,68125,68361,68667,69039,69509,70019,70387,70757,71026,71420,71810,72269,72627,73005,73353,73771,74172,74574,75099,75659,76309,76795,77247,77629,78003,78450,78839,79271,79571,79863,80156,80612,81040,81560,81883,82280,82592,83003,83444,83855,84314,84714,85276,85501,85914,86148,86903,87551,88289,88544,88841,89105,89592,90422,91208,92249,92923,93939,94959,96042,97006,98281,99618,100788,101991,102855,104020,105033,106541,107545,108090,108858,110006,111375,112350,113368,114020,114650,114936,115387,115651,116281,117061,117346,117269,116915,116904,117250,117609,117984,117715,117161,116232,115215,114087,113115,112189,111259,110360,109120,107953,106695,105842,104958,104224,103410,102651,101715,100745,99937,99224,98696,98131,97694,97364,97276,97189,97167,96981,96803,96503,95964,95393,94745,94235,93808,93469,93492,93424,93567,93582,94053,94620,95283,95601,96092,96530,97109,97140,96390,95730,94633,94019,92888,91952,91829,92212,91924,91177,89905,89542,89168,88893,88663,88416,88383,87972,86248,83913,82467,81625,81734,81407,81859,82057,82962,83813,84765,85717,86895,88614,90036,91064,90536,89674,88553,87930,86336,84340,82964,82577,82999,82886,82489,82987,84186,85971,87087,88190,89223,91219,92036,92053,91337,91621,92368,92104,91747,91269,91195,91295,92235,92777,93270,93966,94629,94968,94367,94187,94251,94189,94153,93612,93093,92374,92468,92143,92050,91730,92161,93171,94223,95405,96464,97789,98528,98487,98039,98062,98657,98976,99114,98760,98261,97750,97282,96836,96638,97149,97576,97817
394804,370,"Longview, WA",Msa,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144848,146543,148102,151293,154268,157046,159683,162376,165112,167783,170369,172882,175272,177500,179722,181907,184369,186945,189522,191645,193722,195618,197410,198859,200408,201642,202805,203187,203915,204597,205582,206107,205969,205723,205308,205054,204422,203808,202958,202935,201146,199143,196107,194602,193225,191876,190412,188987,187407,185743,183864,181828,180283,178813,177710,176156,174885,173804,173038,172190,171734,171258,171087,170561,170198,169811,169305,168681,167718,166721,165481,164233,162893,161717,160482,159439,158562,157905,157460,157016,156721,156408,156084,156035,156031,156137,155946,155946,155937,156101,156249,156478,156881,157337,157979,159199,160419,161586,161682,162169,162643,163573,164203,164989,165855,166790,167712,167111,166622,165985,168168,169238,170512,170621,171532,172227,172850,173651,174540,175995,177352,179201,180315,181901,183128,184675,186118,187574,188963,190115,191283,192895,194695,196179,196947,198038,199692,201773,203449,205085,206726,208724,210674,212623,214406,216365,218670,221054,223312,225438,227735,230438,233063,235428,237867,240415,243137,245563,247590,249559,251536,253631,256273,258733,261572,263760,266069,268154,270212,272061,274196,276275,278617,281580,284052,285751,286468,287914,289799,291822,293845,296245,298631,301151,303550,305506,307638,310534
395222,371,"Whitewater, WI",Msa,WI,,,,,,,144974,144365,144474,144269,145603,146984,148792,149687,150409,151152,151504,151566,151135,152081,152883,154214,152896,151824,150030,149764,149809,150526,151824,153591,155807,157267,158585,159541,160948,161628,162389,162914,163147,162522,161944,161433,161366,160936,160649,160600,161296,162523,164103,165417,167240,168269,169054,169327,169306,169609,169906,170659,171147,171305,171747,172111,172324,173128,174189,175597,176422,176817,177380,177459,177898,178327,178905,179309,179572,179931,180148,180309,180733,181469,181956,182233,182480,182876,183449,184215,185146,185872,186319,186650,186795,187538,188442,190259,191303,192528,193266,194578,195971,197573,199215,201198,203620,205484,207073,207999,209810,211475,213036,214080,215077,216121,217930,219340,220671,221295,222185,222970,223562,224060,225018,226112,227245,228420,229346,229945,230065,231016,232467,234593,235890,237391,238118,238721,239056,239850,240347,241430,242763,244007,243689,242847,242471,243042,243625,243832,243711,242347,241693,240261,239162,237136,236790,235472,234632,231501,229208,227249,225965,225255,223091,221087,219030,217344,215866,214702,213563,212783,212153,211514,209715,207751,206923,207110,206548,205571,203013,200489,197777,196092,194423,192615,191465,189508,186820,183803,181895,180950,180383,180205,179508,178881,177475,176227,175190,175573,176238,176269,175623,174704,174224,173488,173394,172596,172131,171686,171621,171524,172047,173266,174684,176274,177725,180317,182551,186059,188611,190655,190700,190360,189436,188941,188828,188687,188696,187609,186886,184203,183260,183453,186289,188130,189420,190193,190687,190925,190451,190136,190056,191555,192886,194775,195753,197324,198433,198855,199421,200483,203010,205668,207582,208780,209361,207766,206585,207025,208916,210777,211519,212181,212152,212662,214184,216313,218755,221571,223231,222751,222582,223715,225363,226508,226918,228156,229236,230260,230170,230074,230201,231468,232983,233650,235059,236741,239803,241527,242677,243623,245364,247268,249431,251295,252352,253303,253490,253605
394599,372,"Fond du Lac, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104891,105003,104721,104826,105118,105932,106767,107533,108478,109127,109830,110184,110582,110939,111876,112526,112967,112851,112806,112691,112398,112382,112406,112893,113233,113654,114037,114362,114605,114583,114406,114319,114151,114239,114287,114330,114427,114533,114653,114668,114552,114265,113986,114096,114190,114232,114045,113806,113522,113064,112699,112275,111875,111541,110963,110654,110114,109687,108893,108438,108113,107931,107624,107411,107450,107522,107951,107039,106778,106065,106339,105994,105640,105434,105558,105715,106037,106175,106253,106409,105870,105661,105098,105049,104902,104572,104120,103550,102418,101242,99918,99598,100044,100524,101261,101372,101630,101694,101876,102158,102364,103105,103770,105030,105941,107278,107885,108460,108747,109343,109981,111023,112228,113150,114348,114475,114334,113434,113269,114376,115585,116755,117090,116722,116656,116762,117281,117596,117754,117957,117900,117275,116711,116088,115906,115979,116096,116098,115702,115621,116108,116829,117552,117909,118493,119174,120338,121636,122625,123334,123902,124463,124774,125051,125485,126187,126828,127637,127998,128319,128623,129431,130210,131093,131722,132353,132780,133204,133730,134062,134925,135506,136522,136875,137563,137976,138561,139007,139423,139984,140485,141049,141322,141827,142097,142723,143170,143793,144464,145261
